# Argument List:
# Name = 8481_5fold_gene_score.txt
# peak file = ./fold/8481_tmp
# decay = 10000 bp
# genome = /project/dev/rongbin/xy/rp/hg38_refGene.bed
#chrom	txStart	txEnd	refseq	score	strand	symbol
chr22	29883168	30030867	NM_153050.2	0.018	+	MTMR3
chr22	16962458	17008273	XM_011546114.2	0.018	-	GAB4
chr22	16962458	17008273	XM_017028575.1	0.018	-	GAB4
chr22	29883173	30030867	NM_021090.4	0.018	+	MTMR3
chr22	29883173	30030867	NM_153051.3	0.018	+	MTMR3
chr19	46119778	46127100	XM_011526953.2	0.018	-	IGFL3
chr19	46119777	46127100	XM_017026796.1	0.018	-	IGFL3
chr19	46119778	46127100	XM_017026797.2	0.018	-	IGFL3
chr1	65525650	65630435	NM_001198687.2	0.018	+	LEPR
chr1	65525688	65626233	NM_001198688.1	0.018	+	LEPR
chr1	65525688	65635427	NM_001198689.1	0.018	+	LEPR
chr22	16961935	17008221	NM_001037814.1	0.018	-	GAB4
chr22	16961935	17008221	NM_001366857.1	0.018	-	GAB4
chr12	8221261	8224800	XM_006719097.3	0.018	-	FAM90A1
chr17	18722022	18736118	NM_001037330.2	0.018	+	TRIM16L
chr7	64242342	64266930	XM_017011797.1	0.018	+	ZNF679
chr18	63546902	63569328	XM_011526248.1	0.018	+	SERPINB12
chr17	18721979	18736118	XM_011523689.3	0.018	+	TRIM16L
chr8	13083360	13276520	NM_001316668.2	0.018	-	DLC1
chr4	78917932	78939191	XM_024453910.1	0.018	-	PAQR3
chr18	21242224	21519958	XM_017025989.1	0.018	+	GREB1L
chr18	21242224	21519958	XM_017025993.1	0.018	+	GREB1L
chr14	61927337	62112549	XM_024449729.1	0.018	+	SYT16
chr10	26216306	26304561	NM_000818.2	0.018	+	GAD2
chr18	21242241	21526111	NM_001142966.2	0.018	+	GREB1L
chr6	96794124	96837476	NM_001143957.3	0.018	-	GPR63
chr6	96794124	96837476	NM_030784.4	0.018	-	GPR63
chr6	96794124	96837476	XM_011536155.2	0.018	-	GPR63
chr6	96794124	96837476	XM_011536159.2	0.018	-	GPR63
chr22	16962458	17008006	XM_011546115.1	0.018	-	GAB4
chr8	129748195	129762615	XM_011517166.3	0.018	-	GSDMC
chr20	63344070	63354619	XM_024451822.1	0.018	-	CHRNA4
chr15	71141448	71783382	NM_024817.2	0.018	+	THSD4
chr12	2959934	3040675	NM_201443.3	0.018	+	TEAD4
chr18	32672672	32773022	NM_020805.3	0.018	-	KLHL14
chr19	29525558	29564554	XM_011526902.2	0.018	+	VSTM2B
chr19	29525558	29564554	XM_011526903.2	0.018	+	VSTM2B
chr12	21765540	21775574	XM_017019284.2	0.018	-	KCNJ8
chr6	143677964	143831184	NM_001100164.2	0.018	+	PHACTR2
chr6	143677964	143831184	NM_001100165.2	0.018	+	PHACTR2
chrX	139581767	139708278	XM_005262413.4	0.018	-	MCF2
chrX	139581767	139708278	XM_011531339.2	0.018	-	MCF2
chr12	21765540	21775592	XM_005253358.5	0.018	-	KCNJ8
chr1	147756198	147760601	NM_181703.4	0.018	-	GJA5
chrX	64915801	64976532	NM_001178033.2	0.018	-	ZC4H2
chr4	78913900	78939407	XM_005262769.5	0.017	-	PAQR3
chr4	78917883	78939407	XM_024453909.1	0.017	-	PAQR3
chr1	69090	70007	NM_001005484.1	0.017	+	OR4F5
chr15	24856511	24978722	NM_001349454.1	0.017	+	SNRPN
chr15	24856511	24978722	NM_001349461.1	0.017	+	SNRPN
chr15	24856511	24978722	NM_001349462.1	0.017	+	SNRPN
chr15	24856511	24978722	NM_022805.4	0.017	+	SNRPN
chr8	13083362	13276783	NM_001348083.1	0.017	-	DLC1
chr4	78911877	78939437	NM_001040202.2	0.017	-	PAQR3
chr4	78911877	78939437	NM_001350105.2	0.017	-	PAQR3
chr4	78911877	78939437	NM_001350106.2	0.017	-	PAQR3
chr21	32311017	32393011	NM_014825.3	0.017	-	URB1
chrX	139581770	139708221	NM_001099855.1	0.017	-	MCF2
chr6	168055744	168066285	XM_011536146.2	0.017	-	FRMD1
chr6	168056972	168066285	XM_017011318.1	0.017	-	FRMD1
chr6	96794124	96837261	XM_011536157.2	0.017	-	GPR63
chr15	84816679	84873481	NM_020778.4	0.017	+	ALPK3
chr6	96794124	96837246	XM_011536154.2	0.017	-	GPR63
chr1	117143586	117180839	XM_011542143.2	0.017	-	VTCN1
chrX	64915806	64976449	NM_018684.4	0.017	-	ZC4H2
chr17	18721579	18736118	XM_017024252.1	0.017	+	TRIM16L
chrX	139581769	139708166	NM_001171876.2	0.017	-	MCF2
chr19	29525430	29564554	XM_011526904.2	0.017	+	VSTM2B
chr5	74777573	74866965	NM_015566.3	0.017	-	FAM169A
chr6	96794124	96837202	XM_011536153.2	0.017	-	GPR63
chr14	61927694	62112549	NM_001367663.1	0.017	+	SYT16
chr11	48365296	48366487	NM_001348223.1	0.017	-	OR4C5
chr1	111346621	111353012	NM_181643.6	0.017	+	PIFO
chr11	8391869	8534042	XM_017018152.1	0.017	-	STK33
chr8	144850175	144853047	NM_001081004.3	0.017	-	COMMD5
chr8	144850175	144853047	NM_014066.4	0.017	-	COMMD5
chr1	111346559	111353016	NM_001300831.1	0.017	+	PIFO
chr8	144850165	144853066	NM_001287237.1	0.017	-	COMMD5
chr4	114622366	114678224	NM_003360.4	0.017	+	UGT8
chr15	48192037	48203757	NM_001370416.1	0.017	+	CTXN2
chr19	30508864	30713537	XM_017027543.2	0.017	+	ZNF536
chr10	26216773	26304557	NM_001134366.2	0.017	+	GAD2
chr14	88612896	88765889	XM_017021069.2	0.017	-	EML5
chr18	7231103	7232087	NM_001105581.2	0.017	+	LRRC30
chr15	79432335	79472303	NM_015206.3	0.017	+	MINAR1
chr14	88180107	88326911	NM_021161.4	0.017	-	KCNK10
chr6	96794124	96837001	XM_017011334.1	0.017	-	GPR63
chr7	144355401	144380631	NM_005435.4	0.017	+	ARHGEF5
chr7	144355395	144371991	XM_017012623.2	0.017	+	ARHGEF5
chr13	112376354	112434688	NM_145248.5	0.017	+	SPACA7
chr8	86573934	86743674	NM_019098.4	0.017	-	CNGB3
chr18	57147086	57150409	NM_001257964.2	0.017	+	BOD1L2
chr13	112376341	112434688	XM_011537471.2	0.017	+	SPACA7
chr13	112376339	112434688	XM_011537468.2	0.017	+	SPACA7
chrX	103075809	103093142	NM_022052.2	0.017	-	NXF3
chr13	112376324	112434688	XM_017020392.1	0.017	+	SPACA7
chr15	48191860	48201680	XM_006720504.2	0.017	+	CTXN2
chr13	112376312	112434688	XM_024449318.1	0.017	+	SPACA7
chr13	112376311	112434688	XM_011537466.1	0.017	+	SPACA7
chr13	112376311	112434688	XM_011537467.2	0.017	+	SPACA7
chr13	112376301	112434688	XM_011537472.2	0.017	+	SPACA7
chr13	112376299	112434688	XM_017020391.1	0.017	+	SPACA7
chr14	20033843	20034757	NM_001004714.1	0.017	-	OR4K13
chr2	29097675	29174714	NM_001287528.1	0.017	+	CLIP4
chr2	29097680	29183807	XM_005264562.2	0.017	+	CLIP4
chr4	93195849	93774968	XM_011531894.2	0.017	+	GRID2
chr4	93195842	93774968	XM_017008125.1	0.017	+	GRID2
chr21	31038158	31038475	NM_001099219.1	0.017	-	KRTAP19-8
chr11	63759891	63768774	NM_001144936.2	0.017	-	C11orf95
chr2	29097726	29183807	XM_011533110.1	0.017	+	CLIP4
chr10	86654556	86666459	NM_001030015.2	0.017	+	OPN4
chr10	86654546	86666459	NM_033282.4	0.017	+	OPN4
chr1	159587825	159588864	NM_001639.4	0.017	+	APCS
chr4	4859664	4863935	NM_002448.3	0.017	+	MSX1
chr3	101222545	101320574	NM_016247.4	0.017	-	IMPG2
chr2	63119558	63438006	NM_001042692.3	0.017	-	WDPCP
chr11	4680170	4697852	NM_030774.4	0.017	-	OR51E2
chr19	47968045	47992169	NM_001128326.2	0.017	-	BSPH1
chr19	47967257	47992169	XM_017026118.1	0.017	-	BSPH1
chr1	245749339	246417411	NM_022743.2	0.017	-	SMYD3
chr11	63759897	63768641	XM_024448662.1	0.017	-	C11orf95
chrX	101488043	101495810	NM_001256155.2	0.017	+	ARMCX4
chr1	34759799	34762326	XM_011540679.2	0.017	+	GJB4
chr15	48191664	48203757	NM_001145668.2	0.017	+	CTXN2
chr2	214411053	214578975	NM_001080500.4	0.017	+	VWC2L
chr2	214411053	214578975	NM_001345929.2	0.017	+	VWC2L
chr5	74777739	74866386	XM_005248480.2	0.017	-	FAM169A
chr1	34759739	34762326	NM_153212.3	0.017	+	GJB4
chr5	74777739	74866381	XM_017009333.1	0.017	-	FAM169A
chr5	141100241	141103826	NM_018937.4	0.017	+	PCDHB3
chr8	144850175	144853555	NM_001081003.3	0.017	-	COMMD5
chr22	32218422	32352927	XM_011530343.2	0.017	-	SLC5A4
chr11	114499475	114707116	XM_017017207.1	0.017	+	NXPE2
chr1	225040186	225399291	XM_011544073.2	0.017	+	DNAH14
chr7	144451940	144739179	XM_011516037.2	0.017	-	TPK1
chr9	6248470	6257982	NM_001353802.2	0.017	+	IL33
chr7	144451940	144739177	XM_011516039.2	0.017	-	TPK1
chr5	136191467	136193161	NM_001350994.2	0.017	-	SMIM32
chr8	129748195	129754632	XM_011517165.1	0.016	-	GSDMC
chr20	33168158	33181411	NM_080574.4	0.016	+	BPIFA2
chr5	74777739	74866079	XM_011543307.2	0.016	-	FAM169A
chr7	144451940	144738897	NM_001350884.2	0.016	-	TPK1
chr4	9329910	9331502	NM_001242326.1	0.016	+	USP17L25
chr15	29264988	29269821	NM_138704.4	0.016	-	NSMCE3
chr1	239634423	239915449	XM_017000160.2	0.016	+	CHRM3
chr8	52110831	52248643	NM_001352856.1	0.016	-	ST18
chr8	52110831	52248643	NM_001352857.1	0.016	-	ST18
chr8	52110831	52248643	NM_001352869.1	0.016	-	ST18
chr1	39623434	39639642	NM_014571.4	0.016	-	HEYL
chrX	55220345	55224107	NM_001013435.3	0.016	+	PAGE5
chrX	55220345	55224107	NM_130467.5	0.016	+	PAGE5
chr1	158717167	158718114	NM_001005327.2	0.016	-	OR6K3
chr4	6320577	6421117	NM_001206996.1	0.016	-	PPP2R2C
chr4	6320577	6421148	XM_011513496.1	0.016	-	PPP2R2C
chr8	5851190	5856915	XM_017014138.1	0.016	-	LOC107986908
chr2	239957371	240025341	NM_001322020.2	0.016	-	NDUFA10
chr2	239957371	240025341	NM_004544.4	0.016	-	NDUFA10
chr5	58969037	60188412	XM_011543471.2	0.016	-	PDE4D
chr2	239967148	240025342	XM_011511228.3	0.016	-	NDUFA10
chr20	13848589	13928160	XM_011529378.2	0.016	-	SEL1L2
chrX	51802997	51902353	XM_011530835.2	0.016	+	MAGED1
chr2	239972631	240025401	NM_001322019.1	0.016	-	NDUFA10
chr15	71347117	71783286	XM_017022586.1	0.016	+	THSD4
chrX	147981336	148026664	NM_152578.3	0.016	+	FMR1NB
chr10	86653494	86664578	XM_017016955.1	0.016	+	OPN4
chr10	86653494	86664578	XM_017016956.1	0.016	+	OPN4
chr10	86653494	86666459	XM_017016957.1	0.016	+	OPN4
chr9	98288103	98487336	XM_017015332.2	0.016	-	GABBR2
chr5	74777739	74865638	XM_011543306.2	0.016	-	FAM169A
chr5	58969037	60188317	XM_011543470.2	0.016	-	PDE4D
chr12	8221261	8226379	XM_024449029.1	0.016	-	FAM90A1
chr2	210021420	210083667	XM_017003431.1	0.016	-	KANSL1L
chrX	51803075	51902353	NM_001005332.2	0.016	+	MAGED1
chrY	1403138	1452908	NM_001173474.2	0.016	-	ASMTL
chrY	1403138	1452908	NM_004192.4	0.016	-	ASMTL
chr3	179794961	179896936	XM_011512892.2	0.016	-	PEX5L
chr3	179794961	179896935	XM_011512891.2	0.016	-	PEX5L
chr1	173500459	173603071	NM_178527.4	0.016	-	SLC9C2
chr8	138588234	138914040	NM_152888.3	0.016	-	COL22A1
chr1	173500468	173603039	XM_011509426.2	0.016	-	SLC9C2
chr18	11751471	11885684	NM_001142339.2	0.016	+	GNAL
chr18	11751471	11885684	NM_001261443.1	0.016	+	GNAL
chrX	37990778	37991313	NM_012274.2	0.016	+	H2AP
chr16	31789596	31794640	XM_005255752.3	0.016	+	LOC107983990
chr2	99547713	99712858	XM_005263945.4	0.016	-	AFF3
chr2	99547713	99712858	XM_017004085.2	0.016	-	AFF3
chr8	138588234	138914083	XM_011516883.2	0.016	-	COL22A1
chr8	138588234	138914083	XM_011516884.2	0.016	-	COL22A1
chr8	138588234	138914083	XM_011516885.2	0.016	-	COL22A1
chr8	138588234	138914083	XM_011516886.3	0.016	-	COL22A1
chr8	138588234	138914083	XM_017013150.2	0.016	-	COL22A1
chr8	138588234	138914083	XM_017013151.1	0.016	-	COL22A1
chr8	138630771	138914086	XM_011516888.2	0.016	-	COL22A1
chr1	173603002	173637129	XM_011509968.2	0.016	+	TEX50
chr9	4490465	4587468	XM_017015043.1	0.016	+	SLC1A1
chr11	18172836	18174279	NM_054032.3	0.016	+	MRGPRX4
chr9	4490467	4587468	NM_004170.6	0.016	+	SLC1A1
chr9	4490475	4587468	XM_011518007.1	0.016	+	SLC1A1
chr9	4490475	4587468	XM_011518010.1	0.016	+	SLC1A1
chr9	4490475	4587468	XM_017015042.1	0.016	+	SLC1A1
chr11	18017554	18046268	NM_004179.3	0.016	-	TPH1
chr1	120415026	120469669	NM_001037501.3	0.016	+	NBPF8
chr2	229023972	229271286	NM_001100818.2	0.016	-	PID1
chr2	229023972	229271286	NM_001330157.2	0.016	-	PID1
chr2	229023972	229271286	NM_001330158.2	0.016	-	PID1
chr2	229023972	229271286	NM_017933.5	0.016	-	PID1
chr1	34755046	34758511	NM_005268.4	0.016	+	GJB5
chr1	34754776	34758512	XM_005270751.3	0.016	+	GJB5
chr1	50441264	50862896	XM_024452734.1	0.016	-	FAF1
chr7	19115467	19117635	NM_000474.4	0.016	-	TWIST1
chr6	84034118	84090886	NM_001346544.1	0.016	+	MRAP2
chr2	74221433	74315024	NM_021196.3	0.016	-	SLC4A5
chr5	35055696	35230476	XM_024446132.1	0.016	-	PRLR
chr5	35055701	35230486	NM_000949.7	0.016	-	PRLR
chr5	35055696	35230487	XM_017009645.1	0.016	-	PRLR
chr2	227889366	227924346	XM_017003490.1	0.016	+	DAW1
chr3	17157163	17518994	XM_017007557.1	0.016	-	TBC1D5
chr3	17251182	17518994	XM_017007568.1	0.016	-	TBC1D5
chr5	35055696	35230723	XM_024446131.1	0.016	-	PRLR
chr1	151540690	151583582	XM_017002223.2	0.016	+	TUFT1
chr2	238848084	238910533	NM_001271893.4	0.016	+	TWIST2
chr2	238848084	238887256	NM_057179.3	0.016	+	TWIST2
chr1	151540515	151583582	XM_017002224.1	0.016	+	TUFT1
chr1	151540308	151583582	NM_001126337.2	0.016	+	TUFT1
chr1	151540308	151583582	NM_001301317.2	0.016	+	TUFT1
chr1	151540308	151583582	NM_020127.3	0.016	+	TUFT1
chr1	151540293	151583582	XM_011509961.2	0.016	+	TUFT1
chr8	18527302	18823023	XM_017013265.1	0.016	-	PSD3
chr1	173500468	173602839	XM_017001071.1	0.016	-	SLC9C2
chr1	173500468	173602839	XM_017001073.1	0.016	-	SLC9C2
chr10	58512969	58831434	XM_011540185.2	0.016	+	BICC1
chr1	173500468	173602837	XM_017001066.1	0.016	-	SLC9C2
chr1	173500468	173602837	XM_017001070.1	0.016	-	SLC9C2
chr12	54016887	54056029	NM_014620.6	0.016	+	HOXC4
chr12	54016887	54030822	NM_153693.5	0.016	+	HOXC6
chr1	173500468	173602835	XM_017001074.1	0.016	-	SLC9C2
chr1	173500468	173602834	XM_017001065.2	0.016	-	SLC9C2
chr1	173500468	173602834	XM_017001069.2	0.016	-	SLC9C2
chr1	173500468	173602833	XM_017001068.2	0.016	-	SLC9C2
chr1	173500468	173602833	XM_017001072.2	0.016	-	SLC9C2
chr12	10907925	10909561	NM_023920.2	0.016	-	TAS2R13
chr1	13583756	13617956	NM_006474.4	0.016	+	PDPN
chr1	13583756	13617956	NM_198389.2	0.016	+	PDPN
chr3	139452883	139476515	NM_004164.3	0.016	-	RBP2
chr4	20728615	21697694	NM_001035003.1	0.016	-	KCNIP4
chr10	58512902	58831434	XM_024448175.1	0.016	+	BICC1
chr3	69866223	69968331	NM_198177.3	0.016	+	MITF
chr10	58512871	58831434	NM_001080512.3	0.016	+	BICC1
chr10	116671191	116742565	NM_025015.3	0.016	-	HSPA12A
chr15	24823607	24978722	NM_001349455.1	0.016	+	SNRPN
chr15	24823607	24978722	NM_001349456.1	0.016	+	SNRPN
chr15	24823607	24978722	NM_001349457.1	0.016	+	SNRPN
chr15	24823607	24978722	NM_001349458.1	0.016	+	SNRPN
chr15	24823607	24978722	NM_001349459.1	0.016	+	SNRPN
chr15	24823607	24978722	NM_001349460.1	0.016	+	SNRPN
chr15	24823607	24978722	NM_022806.4	0.016	+	SNRPN
chr15	24823607	24978722	NM_022807.4	0.016	+	SNRPN
chr15	24823607	24978722	NM_022808.4	0.016	+	SNRPN
chr12	4720399	4772725	NM_017417.2	0.016	+	GALNT8
chr14	32329282	32833998	XM_017021808.2	0.016	+	AKAP6
chr10	116671191	116742575	XM_011539580.2	0.016	-	HSPA12A
chr14	32329297	32837683	NM_004274.5	0.016	+	AKAP6
chr10	116671191	116742615	XM_017016032.2	0.016	-	HSPA12A
chr15	28700708	28724312	XM_011521954.3	0.016	-	GOLGA8M
chr15	28700708	28724312	XM_024450037.1	0.016	-	GOLGA8M
chr1	193178729	193186612	NM_003783.3	0.016	-	B3GALT2
chr10	18366759	18545880	XM_006717502.3	0.016	+	CACNB2
chr2	229023972	229270983	XM_017004404.1	0.016	-	PID1
chr8	52110835	52249411	XM_017014058.1	0.015	-	ST18
chr11	27654892	27659648	NM_001143816.1	0.015	-	BDNF
chr11	27654892	27659648	NM_170735.5	0.015	-	BDNF
chr18	11752084	11885684	NM_001369387.1	0.015	+	GNAL
chr4	150264514	150580043	XM_017008874.1	0.015	-	LRBA
chr22	23393511	23394812	XM_017029168.1	0.015	+	LOC107985555
chr22	23393511	23394812	XM_017029170.1	0.015	+	LOC107985555
chr6	84033771	84090880	NM_001346541.2	0.015	+	MRAP2
chr6	84033771	84090880	NM_001346542.2	0.015	+	MRAP2
chr6	84033771	84090880	NM_001346543.2	0.015	+	MRAP2
chr6	84033771	84090880	NM_138409.4	0.015	+	MRAP2
chr12	20571863	20684106	NM_001244683.1	0.015	+	PDE3A
chr1	13584266	13617956	XM_006710295.1	0.015	+	PDPN
chr8	52110831	52249496	NM_001352851.1	0.015	-	ST18
chr8	52110831	52249496	NM_001352852.1	0.015	-	ST18
chr8	52110831	52249496	NM_001352853.1	0.015	-	ST18
chr8	52110831	52249496	NM_001352854.1	0.015	-	ST18
chr8	52110831	52249496	NM_001352855.1	0.015	-	ST18
chr8	52110831	52249496	NM_001352868.1	0.015	-	ST18
chr8	52110831	52249496	NM_001352875.1	0.015	-	ST18
chr8	52110831	52249496	NM_001352878.1	0.015	-	ST18
chr7	22118235	22357153	NM_012294.5	0.015	-	RAPGEF5
chr17	3288317	3299189	XM_017024695.1	0.015	-	OR3A1
chr17	3276112	3299191	XM_017024697.1	0.015	-	OR3A2
chr6	84033700	84146277	XM_017010221.2	0.015	+	MRAP2
chr6	84033700	84087193	XM_024446318.1	0.015	+	MRAP2
chr22	23392981	23394812	XM_017029169.1	0.015	+	LOC107985555
chr5	113022100	113150346	XM_024446052.1	0.015	-	MCC
chr12	100255872	100267078	NM_001319310.1	0.015	-	DEPDC4
chr12	100240208	100267078	NM_001319311.1	0.015	-	DEPDC4
chr12	100240208	100267078	NM_001364818.1	0.015	-	DEPDC4
chr12	100252262	100267078	NM_152317.4	0.015	-	DEPDC4
chr12	100237499	100267078	XM_011537876.2	0.015	-	DEPDC4
chr8	30831671	30874913	XM_011544593.3	0.015	-	TEX15
chr2	197804701	198149872	XM_011511351.2	0.015	+	PLCL1
chr7	144186082	144195878	NM_001368318.1	0.015	-	ARHGEF35
chr2	110513815	110610902	XM_011511766.2	0.015	-	RGPD6
chr2	110529198	110610902	XM_011511769.2	0.015	-	RGPD6
chr2	110529198	110610902	XM_011511770.2	0.015	-	RGPD6
chr2	110527560	110610902	XM_017004839.1	0.015	-	RGPD6
chr2	110530472	110610902	XM_017004843.1	0.015	-	RGPD6
chr12	100267139	100341723	NM_001317784.1	0.015	+	SCYL2
chr12	100267139	100341723	NM_001330254.1	0.015	+	SCYL2
chr12	100267139	100341723	NM_001330256.1	0.015	+	SCYL2
chr1	59815830	59874326	XM_024447520.1	0.015	+	HOOK1
chr12	100267176	100341714	NM_017988.6	0.015	+	SCYL2
chr3	7203699	7743037	XM_024453495.1	0.015	+	GRM7
chr2	197804592	198149862	NM_006226.4	0.015	+	PLCL1
chr10	22928084	23038526	XM_005252381.2	0.015	+	ARMC3
chr8	112222927	113377151	NM_198124.2	0.015	-	CSMD3
chr10	22928052	23038522	NM_001282745.2	0.015	+	ARMC3
chr10	22928052	23014476	NM_001282746.2	0.015	+	ARMC3
chr10	22928052	23038522	NM_173081.5	0.015	+	ARMC3
chr10	22928027	23038526	XM_005252380.3	0.015	+	ARMC3
chr10	22928027	23016964	XM_011519350.3	0.015	+	ARMC3
chr10	22928027	23038526	XM_017015831.2	0.015	+	ARMC3
chr10	22928027	23014488	XM_017015832.2	0.015	+	ARMC3
chr10	22928027	23014488	XM_017015833.2	0.015	+	ARMC3
chr7	144186082	144195697	NM_001003702.2	0.015	-	ARHGEF35
chr10	22928023	23038522	NM_001282747.1	0.015	+	ARMC3
chr14	74405898	74426209	NM_001105579.2	0.015	-	SYNDIG1L
chrX	51681211	51682830	NM_001355278.1	0.015	-	CENPVL2
chr12	100237499	100267361	XM_017018779.2	0.015	-	DEPDC4
chr12	100237856	100267361	XM_017018780.2	0.015	-	DEPDC4
chr12	100237499	100267361	XM_017018782.2	0.015	-	DEPDC4
chr12	100237499	100267361	XM_017018784.2	0.015	-	DEPDC4
chr12	100252447	100267361	XM_017018785.2	0.015	-	DEPDC4
chr8	52110835	52249929	XM_024447349.1	0.015	-	ST18
chr18	63549503	63569328	XM_011526249.1	0.015	+	SERPINB12
chr7	144318124	144319056	NM_001005287.1	0.015	+	OR2A1
chr12	100267383	100341723	NM_001330253.1	0.015	+	SCYL2
chr7	6950449	6956783	XM_024447030.1	0.015	-	LOC112267992
chr18	59295401	59318648	NM_181654.4	0.015	-	CPLX4
chr1	13585459	13617956	NM_001006624.2	0.015	+	PDPN
chr1	13585459	13617956	NM_001006625.2	0.015	+	PDPN
chr6	166157655	166168668	NM_001270484.1	0.015	-	TBXT
chr6	166157655	166168668	NM_003181.3	0.015	-	TBXT
chr20	51596513	51768389	NM_006045.3	0.015	-	ATP9A
chr6	166157641	166168654	NM_001366286.1	0.015	-	TBXT
chr1	13585597	13617956	XM_024451415.1	0.015	+	PDPN
chr9	110747737	110806632	XM_011518708.2	0.015	+	MUSK
chr7	101613355	101624702	XM_017012793.1	0.015	-	MYL10
chr1	59815038	59874326	XM_011541562.2	0.015	+	HOOK1
chr1	13585691	13617956	XM_024451404.1	0.015	+	PDPN
chr17	16666570	16767057	XM_017025429.2	0.015	+	CCDC144A
chr17	16666570	16787420	XM_024451045.1	0.015	+	CCDC144A
chr17	16666570	16778881	XM_024451046.1	0.015	+	CCDC144A
chr12	8221261	8227566	XM_024449030.1	0.015	-	FAM90A1
chr15	60492645	60706351	XM_011521875.2	0.015	-	RORA
chr3	98390665	98391630	NM_001005516.1	0.015	+	OR5K3
chr2	11602452	11642787	XM_005246196.3	0.015	+	GREB1
chr2	11602452	11642787	XM_011510422.2	0.015	+	GREB1
chrX	11137543	11265991	NM_013423.3	0.015	-	ARHGAP6
chr12	8221261	8227586	XM_011520719.1	0.015	-	FAM90A1
chr3	179794961	179895747	XM_011512888.2	0.015	-	PEX5L
chr1	59814948	59876321	NM_015888.6	0.015	+	HOOK1
chr12	8221261	8227605	XM_017019547.1	0.015	-	FAM90A1
chr1	59814921	59864666	XM_006710676.1	0.015	+	HOOK1
chr1	59814921	59865973	XM_011541563.1	0.015	+	HOOK1
chr1	59814921	59855341	XM_017001424.1	0.015	+	HOOK1
chr12	8221259	8227617	NM_001319982.1	0.015	-	FAM90A1
chr12	8221259	8227617	NM_018088.3	0.015	-	FAM90A1
chr7	141836282	141842928	XM_005249947.3	0.015	-	PRSS37
chr11	70468158	70826756	XM_005277932.3	0.015	-	SHANK2
chr3	100749334	100993489	NM_001349329.1	0.014	-	ABI3BP
chr3	100749334	100993489	NM_001349330.1	0.014	-	ABI3BP
chr3	100749334	100993489	NM_001349331.1	0.014	-	ABI3BP
chr3	100749334	100993489	NM_001349332.1	0.014	-	ABI3BP
chr3	100749334	100993489	NM_001365642.1	0.014	-	ABI3BP
chr3	100816010	100993489	NM_001365643.1	0.014	-	ABI3BP
chr3	100749334	100993489	NM_015429.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247281.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247282.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247283.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247284.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247285.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247287.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247288.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247289.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247290.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247291.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247293.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247294.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247295.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247296.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247298.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247300.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247301.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247302.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247303.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247305.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_005247306.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_006713569.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_006713570.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_006713571.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_006713572.3	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512639.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512640.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512641.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512643.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512644.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512645.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512646.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512647.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512648.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512649.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512651.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512653.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512654.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512656.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512657.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_011512660.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_017006105.2	0.014	-	ABI3BP
chr3	100749328	100993492	XM_017006106.2	0.014	-	ABI3BP
